seqnames	strand	qwidth	start	end	width	nbrJunctions	read	flag	rname	pos	mapq	NM	nbrM	nbrI	nbrD	nbrN	nbrS	nbrH	nbrP	nbrX	readLength	alignedLength	nbrPrimaryAlignments	nbrSecondaryAlignments	nbrSupplementaryAlignments
ENST00000310613.8	+	604	2530	2699	170	0	a7aac151-9aa4-4efa-8a51-439bbdaf7945	256	ENST00000310613.8	2530	0	24	168	6	2	0	430	0	0	0	604	174	1	27	0
ENST00000310613.8	-	855	2533	3099	567	0	69ba27ec-f3a4-4e56-8a85-cbc964492f82	16	ENST00000310613.8	2533	1	130	540	24	27	0	291	0	0	0	855	564	1	13	0
ENST00000310613.8	-	445	2539	2797	259	0	5744377f-d085-448b-93e6-db0bdc5cc619	272	ENST00000310613.8	2539	0	36	256	1	3	0	188	0	0	0	445	257	1	50	0
ENST00000310613.8	-	154	2539	2697	159	0	5a59b698-4b2d-4615-a2ca-dc8e4fb164df	2064	ENST00000310613.8	2539	1	10	154	0	5	0	0	3153	0	0	3307	154	1	84	1
ENST00000310613.8	+	842	2543	2883	341	0	2e0398da-2afe-4f2a-b07c-92ff9e01fd26	256	ENST00000310613.8	2543	0	86	318	8	23	0	516	0	0	0	842	326	1	69	1
ENST00000310613.8	+	817	2543	3006	464	0	2c819b79-f24a-45a0-9071-dda42c819217	256	ENST00000310613.8	2543	0	58	459	3	5	0	355	0	0	0	817	462	1	8	0
ENST00000310613.8	+	556	2543	2691	149	0	e569d6f7-027f-4466-871f-48228a0419a5	256	ENST00000310613.8	2543	0	22	148	8	1	0	400	0	0	0	556	156	1	53	0
ENST00000310613.8	-	486	2543	2799	257	0	2acf0790-f198-4330-a511-0107c81f975d	272	ENST00000310613.8	2543	0	44	247	5	10	0	234	0	0	0	486	252	1	15	0
ENST00000310613.8	-	721	2554	2954	401	0	31d6b177-bfef-49a3-95bd-ec1158fb185c	272	ENST00000310613.8	2554	0	118	340	7	61	0	374	0	0	0	721	347	1	22	0
ENST00000310613.8	-	746	2554	2735	182	0	0f634bec-ed32-4cf4-a70c-02d2ac0f1a5b	272	ENST00000310613.8	2554	0	19	181	2	1	0	563	0	0	0	746	183	1	66	0
ENST00000310613.8	+	958	2556	2725	170	0	edc49781-865d-4b98-a3d8-6d2342be0956	256	ENST00000310613.8	2556	0	19	164	2	6	0	792	0	0	0	958	166	1	78	1
ENST00000310613.8	+	320	2556	2730	175	0	b5e0ef23-2b49-468c-9665-9a1b714e0b00	256	ENST00000310613.8	2556	0	8	174	2	1	0	144	0	0	0	320	176	1	38	0
ENST00000310613.8	+	455	2561	2689	129	0	1207f771-efec-4cef-8541-f57f9dca65b4	256	ENST00000310613.8	2561	0	12	128	0	1	0	327	0	0	0	455	128	1	50	0
ENST00000310613.8	+	446	2561	2737	177	0	d10a7d1c-2549-4f0f-a82a-6115020394df	256	ENST00000310613.8	2561	0	8	177	0	0	0	269	0	0	0	446	177	1	36	0
ENST00000310613.8	+	711	2561	3053	493	0	6e673084-cf5a-44f2-b611-a94c714357f6	256	ENST00000310613.8	2561	0	81	473	9	20	0	229	0	0	0	711	482	1	19	0
ENST00000310613.8	+	926	2561	2749	189	0	f6c131cc-eb75-413c-9246-5116f8b9f890	256	ENST00000310613.8	2561	0	12	188	1	1	0	737	0	0	0	926	189	1	39	0
ENST00000310613.8	+	1476	2561	2818	258	0	57f4a822-b93d-4cd4-abcc-e15c89e305d7	256	ENST00000310613.8	2561	0	31	243	1	15	0	1232	0	0	0	1476	244	1	31	0
ENST00000310613.8	+	1285	2561	3078	518	0	838202f0-f507-4f90-9274-ae9d7f62d02e	256	ENST00000310613.8	2561	0	73	489	6	29	0	790	0	0	0	1285	495	1	28	0
ENST00000310613.8	+	298	2561	2608	48	0	11c44b8e-8157-4055-824d-9f5a558243c0	256	ENST00000310613.8	2561	0	0	48	0	0	0	250	0	0	0	298	48	1	33	0
ENST00000310613.8	+	476	2561	2885	325	0	f21237f7-2d2e-471c-82e4-7c04b3a5db86	256	ENST00000310613.8	2561	0	75	308	30	17	0	138	0	0	0	476	338	1	40	0
ENST00000310613.8	+	1293	2561	2646	86	0	128bbd85-3c6c-4403-922e-c12cf49a06d5	256	ENST00000310613.8	2561	0	2	86	0	0	0	1207	0	0	0	1293	86	1	67	0
ENST00000310613.8	+	500	2561	2830	270	0	fe414733-fe2d-4166-a1f6-de9ea7037982	256	ENST00000310613.8	2561	0	40	267	6	3	0	227	0	0	0	500	273	1	16	0
ENST00000310613.8	-	548	2561	2720	160	0	4cdbc360-a96f-40e6-bd86-40f5ea58e877	272	ENST00000310613.8	2561	0	13	159	0	1	0	389	0	0	0	548	159	1	16	0
ENST00000310613.8	-	449	2561	2819	259	0	6429e9ed-b0af-44f7-a191-71af44cc017d	272	ENST00000310613.8	2561	0	18	253	0	6	0	196	0	0	0	449	253	1	40	0
ENST00000310613.8	-	1573	2561	2648	88	0	cb05b37a-c1f0-4ca6-ad70-c84a35d297ce	272	ENST00000310613.8	2561	0	4	88	0	0	0	1485	0	0	0	1573	88	1	100	1
ENST00000310613.8	-	524	2561	2749	189	0	ff977eb1-4474-4072-9c25-731e7001546e	272	ENST00000310613.8	2561	0	9	186	0	3	0	338	0	0	0	524	186	1	39	0
ENST00000310613.8	-	466	2561	2821	261	0	12964d4c-9697-466a-a1d7-56a2559d48f7	272	ENST00000310613.8	2561	0	22	253	1	8	0	212	0	0	0	466	254	1	36	0
ENST00000310613.8	-	1398	2562	2800	239	0	d7f22ef3-e4da-42ea-a1a3-0a45c4b3ff95	272	ENST00000310613.8	2562	0	39	223	4	16	0	1171	0	0	0	1398	227	1	61	0
ENST00000310613.8	-	1309	2563	2906	344	0	b46be35a-c0cd-4a54-a7f4-f7f28602d59c	272	ENST00000310613.8	2563	0	44	328	1	16	0	980	0	0	0	1309	329	1	38	0
ENST00000310613.8	-	572	2566	2677	112	0	5749f458-86ff-4a22-b61f-cab10b2aeaf9	272	ENST00000310613.8	2566	0	3	112	1	0	0	459	0	0	0	572	113	1	64	0
ENST00000310613.8	+	1114	2567	2698	132	0	4fdc75ba-d947-4c44-8b96-bdd34110b074	256	ENST00000310613.8	2567	0	12	129	3	3	0	982	0	0	0	1114	132	1	99	0
ENST00000310613.8	+	593	2567	2966	400	0	d897ce66-1480-44d3-8c1c-7da29420eb03	256	ENST00000310613.8	2567	0	50	384	9	16	0	200	0	0	0	593	393	1	20	0
ENST00000310613.8	+	1343	2567	3216	650	0	a5d5440a-25da-4115-ae6a-38f063ca4305	256	ENST00000310613.8	2567	0	144	592	15	58	0	736	0	0	0	1343	607	1	15	0
ENST00000310613.8	+	1762	2567	2689	123	0	3bb8c634-34cb-45db-93b7-c00b90e49b6a	256	ENST00000310613.8	2567	0	16	121	5	2	0	1636	0	0	0	1762	126	1	42	0
ENST00000310613.8	+	885	2567	3229	663	0	52ba7c2b-63e1-4587-b7e3-13edc634619f	256	ENST00000310613.8	2567	0	113	652	14	11	0	219	0	0	0	885	666	1	18	0
ENST00000310613.8	-	448	2568	2710	143	0	4d5ab179-c420-47ea-9d00-5314ef2a9d39	272	ENST00000310613.8	2568	0	14	142	2	1	0	304	0	0	0	448	144	1	39	0
ENST00000310613.8	+	1010	2574	2695	122	0	e8f81166-b74a-4bce-b9c8-5a879c0a11ec	256	ENST00000310613.8	2574	0	10	121	1	1	0	888	0	0	0	1010	122	1	75	1
ENST00000310613.8	-	422	2577	2758	182	0	e0b2b1a6-a827-4143-8b89-0f39a303d0c1	272	ENST00000310613.8	2577	0	27	179	2	3	0	241	0	0	0	422	181	1	41	0
ENST00000310613.8	+	2462	2579	2637	59	0	8ec3086f-5c23-448e-9c0f-aec1b8e68473	256	ENST00000310613.8	2579	0	4	59	0	0	0	2403	0	0	0	2462	59	1	12	1
ENST00000310613.8	+	471	2580	2865	286	0	c7573bd6-88e3-44a4-9120-e46cc48ecc6c	256	ENST00000310613.8	2580	0	37	272	1	14	0	198	0	0	0	471	273	1	21	0
ENST00000310613.8	+	1571	2585	2710	126	0	ecae9c63-ea6d-45a5-9aa8-f2523b10d619	256	ENST00000310613.8	2585	0	22	121	5	5	0	1445	0	0	0	1571	126	1	77	1
ENST00000310613.8	-	2176	2591	2690	100	0	ee8145ba-198b-4b55-95d7-cc028d6836cd	272	ENST00000310613.8	2591	0	6	100	1	0	0	2075	0	0	0	2176	101	1	63	0
ENST00000310613.8	+	757	2596	2739	144	0	fdfe5c5e-bce8-45e1-a826-824e15619784	256	ENST00000310613.8	2596	0	13	143	1	1	0	613	0	0	0	757	144	1	80	0
ENST00000310613.8	+	901	2597	2794	198	0	e7e6e77b-e8db-4f97-8828-ce70e1099873	256	ENST00000310613.8	2597	0	27	188	2	10	0	711	0	0	0	901	190	1	31	0
ENST00000310613.8	-	797	2599	3229	631	0	1453a65f-23c7-41e1-80a2-c9feb83d2cfb	16	ENST00000310613.8	2599	1	67	610	12	21	0	175	0	0	0	797	622	1	9	0
ENST00000310613.8	-	828	2602	3229	628	0	9662753f-e0a5-4cc4-b313-db585b64ef95	272	ENST00000310613.8	2602	0	53	621	11	7	0	196	0	0	0	828	632	1	7	0
ENST00000310613.8	+	572	2614	2743	130	0	a5404a54-d5d6-4dc3-bc7a-36b6a3b52abe	256	ENST00000310613.8	2614	0	22	130	4	0	0	438	0	0	0	572	134	1	44	0
ENST00000310613.8	-	533	2617	2698	82	0	dc5948b6-85ae-4607-baa5-913b9d3ba77e	272	ENST00000310613.8	2617	0	3	81	0	1	0	452	0	0	0	533	81	1	55	0
ENST00000310613.8	-	364	2623	2698	76	0	2fe0a647-9648-4530-9866-29830b9591a9	272	ENST00000310613.8	2623	0	3	76	0	0	0	288	0	0	0	364	76	1	55	0
ENST00000310613.8	-	382	2633	2808	176	0	7aa77eb5-babe-426a-85e0-0957cb58517d	272	ENST00000310613.8	2633	0	16	174	1	2	0	207	0	0	0	382	175	1	58	0
ENST00000310613.8	+	350	2636	2781	146	0	99288a59-d9f0-416a-a480-e7efdb6f1cc4	256	ENST00000310613.8	2636	0	24	143	6	3	0	201	0	0	0	350	149	1	49	0
ENST00000310613.8	+	762	2652	3229	578	0	343334af-a2db-4811-a599-99fddc675c05	0	ENST00000310613.8	2652	1	57	563	8	15	0	191	0	0	0	762	571	1	8	0
ENST00000310613.8	+	1203	2652	3355	704	0	e2f19848-6439-4273-94fa-b9eab2fa7567	0	ENST00000310613.8	2652	1	116	686	8	18	0	509	0	0	0	1203	694	1	8	0
ENST00000310613.8	+	684	2652	3003	352	0	7fdcd41e-085e-40bd-a895-296b03fe8e12	256	ENST00000310613.8	2652	0	62	333	13	19	0	338	0	0	0	684	346	1	22	0
ENST00000310613.8	+	1352	2652	2801	150	0	3e654356-baf8-4461-a653-d0be98788dba	256	ENST00000310613.8	2652	0	13	149	5	1	0	1198	0	0	0	1352	154	1	58	0
ENST00000310613.8	+	725	2652	2880	229	0	ce4b7780-ca8a-45a4-b1ee-b8bb97f5eaf5	256	ENST00000310613.8	2652	0	23	227	1	2	0	497	0	0	0	725	228	1	41	0
ENST00000310613.8	-	586	2652	3065	414	0	d2e90818-6c19-4cba-9e67-a6eca409561f	272	ENST00000310613.8	2652	0	65	401	3	13	0	182	0	0	0	586	404	1	51	0
ENST00000310613.8	-	698	2652	3141	490	0	6b003865-1c09-4e14-9bfe-9e7c8acceddf	272	ENST00000310613.8	2652	0	46	483	8	7	0	207	0	0	0	698	491	1	13	0
ENST00000310613.8	-	630	2657	2943	287	0	e5d39e04-943b-44c5-b6a2-b95cb53b00c2	272	ENST00000310613.8	2657	0	41	277	10	10	0	343	0	0	0	630	287	1	27	0
ENST00000310613.8	+	606	2666	2924	259	0	6173dd4c-260a-4903-84ec-77bd8168acbb	256	ENST00000310613.8	2666	0	35	250	9	9	0	347	0	0	0	606	259	1	20	0
ENST00000310613.8	-	272	2667	2806	140	0	47f2a2f7-f379-4cd8-a76b-0d4dc5e775eb	272	ENST00000310613.8	2667	0	12	139	4	1	0	129	0	0	0	272	143	1	30	0
ENST00000310613.8	-	590	2667	2801	135	0	9d894b4b-b398-4aa8-b2e1-ab952a0f7ef0	272	ENST00000310613.8	2667	0	14	133	2	2	0	455	0	0	0	590	135	1	62	1
ENST00000310613.8	-	2047	2667	3085	419	0	8460285c-c705-419b-8d28-b8215cfae61d	272	ENST00000310613.8	2667	0	68	407	15	12	0	1625	0	0	0	2047	422	1	18	0
ENST00000310613.8	-	806	2667	3027	361	0	71b8c000-b1a3-49ca-9cbf-b66365100f4f	272	ENST00000310613.8	2667	0	59	346	6	15	0	454	0	0	0	806	352	1	54	1
ENST00000310613.8	-	483	2667	2973	307	0	6cf1fc5b-c4f1-4f20-8d91-9a590d713305	272	ENST00000310613.8	2667	0	43	290	7	17	0	186	0	0	0	483	297	1	7	0
ENST00000310613.8	-	446	2667	2860	194	0	8182b203-b5f5-49f5-859e-0fe9df4b0666	272	ENST00000310613.8	2667	0	39	178	5	16	0	263	0	0	0	446	183	1	79	1
ENST00000310613.8	-	657	2667	3108	442	0	83feab67-4c75-4d18-bf4a-3281fa991c75	272	ENST00000310613.8	2667	0	84	427	11	15	0	219	0	0	0	657	438	1	18	0
ENST00000310613.8	-	655	2667	3035	369	0	95a22151-120e-4684-bae3-a627da1c006f	272	ENST00000310613.8	2667	0	67	347	13	22	0	295	0	0	0	655	360	1	59	1
ENST00000310613.8	-	824	2667	2889	223	0	f052d105-491e-44c8-867f-923d01e00103	272	ENST00000310613.8	2667	0	15	218	4	5	0	602	0	0	0	824	222	1	28	1
ENST00000310613.8	-	1517	2667	2914	248	0	e6b92ad4-bd22-41cb-8b26-c041c6e0340e	272	ENST00000310613.8	2667	0	20	247	6	1	0	1264	0	0	0	1517	253	1	35	0
ENST00000310613.8	-	1857	2667	2799	133	0	a573291a-74bb-4f2b-9561-feed53137b51	272	ENST00000310613.8	2667	0	13	130	4	3	0	1723	0	0	0	1857	134	1	62	1
ENST00000310613.8	+	1318	2671	2879	209	0	5c64aa77-46d8-404b-85b1-0593193e3947	256	ENST00000310613.8	2671	0	25	201	0	8	0	1117	0	0	0	1318	201	1	50	1
ENST00000310613.8	+	808	2671	2887	217	0	58605f8b-0d34-4c7d-9a7d-3e125ffbbdd0	256	ENST00000310613.8	2671	0	73	192	23	25	0	593	0	0	0	808	215	1	70	2
ENST00000310613.8	+	447	2671	2911	241	0	a4a1c17a-e2be-4d24-a8c7-ebd0bc4cb0ee	256	ENST00000310613.8	2671	0	32	239	2	2	0	206	0	0	0	447	241	1	43	0
ENST00000310613.8	+	997	2672	3342	671	0	e96c6fb6-571f-4e81-941c-60529808c2c4	0	ENST00000310613.8	2672	1	150	645	38	26	0	314	0	0	0	997	683	1	30	0
ENST00000310613.8	-	391	2672	2916	245	0	e335a631-5a75-4e27-98fa-e16ddda19b31	272	ENST00000310613.8	2672	0	40	238	14	7	0	139	0	0	0	391	252	1	47	0
ENST00000310613.8	+	904	2673	3345	673	0	af68e6e3-f26e-473f-acb9-83cbfd2fda46	256	ENST00000310613.8	2673	0	142	639	20	34	0	245	0	0	0	904	659	1	37	0
ENST00000310613.8	+	682	2674	3142	469	0	9c8de22a-d4b5-4734-be4c-f6ca0ad9bec0	256	ENST00000310613.8	2674	0	60	452	8	17	0	222	0	0	0	682	460	1	1	0
ENST00000310613.8	+	1417	2674	3558	885	0	dd5eefb2-61f8-4284-9f91-cafc99592f62	256	ENST00000310613.8	2674	0	199	811	38	74	0	568	0	0	0	1417	849	1	16	0
ENST00000310613.8	-	625	2674	3079	406	0	88a26b8c-3219-42ef-a736-3af69e4034ed	272	ENST00000310613.8	2674	0	49	389	6	17	0	230	0	0	0	625	395	1	20	0
ENST00000310613.8	-	945	2674	3421	748	0	cba3d65a-f01a-4945-84c3-cfbaed087daf	272	ENST00000310613.8	2674	0	129	729	17	19	0	199	0	0	0	945	746	1	8	0
ENST00000310613.8	-	508	2674	3080	407	0	dc2439a6-e14d-49f9-bbe6-5d24f34b119f	272	ENST00000310613.8	2674	0	66	382	8	25	0	118	0	0	0	508	390	1	10	0
ENST00000310613.8	+	625	2675	3078	404	0	e81e8376-d9f5-4adc-9090-9fb60decc250	0	ENST00000310613.8	2675	1	39	398	4	6	0	223	0	0	0	625	402	1	1	0
ENST00000310613.8	+	596	2675	3066	392	0	a109be5d-43da-4694-8ff0-cb3d50d7a076	256	ENST00000310613.8	2675	0	67	366	7	26	0	223	0	0	0	596	373	1	19	0
ENST00000310613.8	+	658	2677	2956	280	0	4bb34077-1e6f-4cb1-b7e5-fabcaf4d214b	256	ENST00000310613.8	2677	0	40	268	11	12	0	379	0	0	0	658	279	1	60	0
ENST00000310613.8	+	618	2677	3082	406	0	b6c06a98-cbef-4293-a173-36dfeea8b229	256	ENST00000310613.8	2677	0	34	397	5	9	0	216	0	0	0	618	402	1	14	0
ENST00000310613.8	+	552	2677	3080	404	0	6f23a1eb-0b7d-4631-935d-d09f26dc05f2	256	ENST00000310613.8	2677	0	81	368	8	36	0	176	0	0	0	552	376	1	35	0
ENST00000310613.8	+	479	2679	3020	342	0	fc16fc91-3c9a-4f47-93bf-5c0ea5ab9b33	256	ENST00000310613.8	2679	0	49	332	7	10	0	140	0	0	0	479	339	1	35	0
ENST00000310613.8	+	422	2679	2960	282	0	bae74e2f-003e-40a5-86a5-2fa5123c0087	256	ENST00000310613.8	2679	0	16	282	4	0	0	136	0	0	0	422	286	1	16	0
ENST00000310613.8	+	631	2679	3080	402	0	7c8ff17a-3b04-4cd8-91a9-2eae826cf27b	256	ENST00000310613.8	2679	0	50	394	8	8	0	229	0	0	0	631	402	1	49	0
ENST00000310613.8	+	628	2680	3166	487	0	509c8279-f1c7-4e0c-b117-afa6fec6fed3	256	ENST00000310613.8	2680	0	37	477	8	10	0	143	0	0	0	628	485	1	8	0
ENST00000310613.8	-	598	2681	2901	221	0	34703fe3-35d1-4b49-ba18-8447217df0b5	272	ENST00000310613.8	2681	0	33	211	6	10	0	381	0	0	0	598	217	1	46	0
ENST00000310613.8	+	840	2682	3020	339	0	9c11cfac-de44-4d8e-8cd1-d44996c9ad37	256	ENST00000310613.8	2682	0	68	331	9	8	0	500	0	0	0	840	340	1	8	0
ENST00000310613.8	-	640	2682	2772	91	0	927b56a5-6803-4c6d-93d9-17978b63fef4	272	ENST00000310613.8	2682	0	8	91	1	0	0	548	0	0	0	640	92	1	63	0
ENST00000310613.8	-	1744	2686	3058	373	0	c1851c73-a462-481f-a36d-f8673e7bacb2	272	ENST00000310613.8	2686	0	56	354	2	19	0	1388	0	0	0	1744	356	1	13	0
ENST00000310613.8	+	768	2687	3252	566	0	b7c81777-fe60-4941-af6d-5d4dec347a4a	256	ENST00000310613.8	2687	0	57	561	4	5	0	203	0	0	0	768	565	1	4	0
ENST00000310613.8	+	411	2693	2936	244	0	e4748735-540b-4ef4-a5c6-f90d580a8dfc	256	ENST00000310613.8	2693	0	39	237	11	7	0	163	0	0	0	411	248	1	45	0
ENST00000310613.8	-	406	2700	2923	224	0	b89e85f4-0753-4dc3-a7d5-13f482e83e95	272	ENST00000310613.8	2700	0	37	198	1	26	0	207	0	0	0	406	199	1	24	0
ENST00000310613.8	+	1770	2701	2822	122	0	0fddf564-7217-4d5c-a3af-cd27cefc6722	256	ENST00000310613.8	2701	0	20	121	8	1	0	1641	0	0	0	1770	129	1	52	0
ENST00000310613.8	+	725	2703	2830	128	0	6a2918da-3d40-4e5a-b7fe-b02dbaf40632	256	ENST00000310613.8	2703	0	16	121	2	7	0	602	0	0	0	725	123	1	100	1
ENST00000310613.8	+	1029	2709	3406	698	0	7811a94f-5946-4251-8a09-65e56573b82f	256	ENST00000310613.8	2709	0	160	683	12	15	0	334	0	0	0	1029	695	1	24	0
ENST00000310613.8	-	496	2713	3030	318	0	bfc5f3c6-f718-48d8-9513-0fd36e0cfced	272	ENST00000310613.8	2713	0	76	297	2	21	0	197	0	0	0	496	299	1	9	0
ENST00000310613.8	-	1030	2723	3249	527	0	631093a1-e895-4366-be1d-0744e85a8c79	272	ENST00000310613.8	2723	0	98	501	15	26	0	514	0	0	0	1030	516	1	26	1
ENST00000310613.8	-	1171	2743	2886	144	0	d93d88ce-67e2-4618-a195-738cd566d77e	272	ENST00000310613.8	2743	0	14	142	3	2	0	1026	0	0	0	1171	145	1	58	1
ENST00000310613.8	+	1568	2753	3297	545	0	030f299b-0a0b-483e-b453-5953fbd54c82	256	ENST00000310613.8	2753	0	113	524	3	21	0	1041	0	0	0	1568	527	1	28	1
ENST00000310613.8	+	1098	2753	3229	477	0	ccfad5b2-a8d7-4144-ae6c-e3da6bed7b6d	256	ENST00000310613.8	2753	0	67	471	4	6	0	623	0	0	0	1098	475	1	33	0
ENST00000310613.8	-	1586	2753	3297	545	0	5734c683-ebf9-423f-8ac1-eab5c620e222	272	ENST00000310613.8	2753	0	109	527	7	18	0	1052	0	0	0	1586	534	1	31	1
ENST00000310613.8	+	913	2757	2868	112	0	d00462a2-916b-4870-a389-cc1180e04891	256	ENST00000310613.8	2757	0	13	109	2	3	0	802	0	0	0	913	111	1	38	0
ENST00000310613.8	-	798	2759	3382	624	0	826623de-7c2a-4826-9010-b2edfb12e938	272	ENST00000310613.8	2759	0	138	605	25	19	0	168	0	0	0	798	630	1	10	0
ENST00000310613.8	-	991	2770	3417	648	0	f43f8846-3433-4d86-abad-7ba97546eeae	272	ENST00000310613.8	2770	0	42	638	6	10	0	347	0	0	0	991	644	1	9	0
ENST00000310613.8	+	859	2771	3318	548	0	bf5537ca-5a63-421c-9ec4-da21269e365c	0	ENST00000310613.8	2771	1	77	514	11	34	0	334	0	0	0	859	525	1	7	0
ENST00000310613.8	+	1658	2774	3063	290	0	d71629fc-44d1-48f0-bec3-3ab0f6e817bb	256	ENST00000310613.8	2774	0	47	280	7	10	0	1371	0	0	0	1658	287	1	22	1
ENST00000310613.8	-	679	2775	2948	174	0	10d6a881-2a63-44a9-a2e4-93b2af5e79cd	272	ENST00000310613.8	2775	0	9	173	0	1	0	506	0	0	0	679	173	1	26	0
ENST00000310613.8	-	1110	2775	3148	374	0	3463518d-6821-4143-a549-ee302cacf187	272	ENST00000310613.8	2775	0	35	373	10	1	0	727	0	0	0	1110	383	1	3	0
ENST00000310613.8	+	470	2778	3009	232	0	f385b802-dee2-44d2-a0cf-eae572f9e9bd	256	ENST00000310613.8	2778	0	26	230	3	2	0	237	0	0	0	470	233	1	14	0
ENST00000310613.8	+	874	2779	3226	448	0	dfc03378-89c3-4245-9afa-18aa2373734b	256	ENST00000310613.8	2779	0	53	430	10	18	0	434	0	0	0	874	440	1	15	0
ENST00000310613.8	-	975	2785	3225	441	0	54fb7f89-9991-4f97-8ad4-236effea55f1	16	ENST00000310613.8	2785	1	43	436	11	5	0	528	0	0	0	975	447	1	10	1
ENST00000310613.8	-	1182	2785	2918	134	0	74db4c1a-3a11-47a1-b78c-64405a100623	272	ENST00000310613.8	2785	0	6	132	0	2	0	1050	0	0	0	1182	132	1	41	1
ENST00000310613.8	-	488	2793	3080	288	0	fccef333-937e-49f6-a2ed-2eafb5cbb60e	16	ENST00000310613.8	2793	0	37	280	10	8	0	198	0	0	0	488	290	1	15	0
ENST00000310613.8	+	805	2799	3229	431	0	da2210e3-af35-4e25-b4ec-b8e8f011ec76	0	ENST00000310613.8	2799	1	61	420	5	11	0	380	0	0	0	805	425	1	26	0
ENST00000310613.8	-	400	2805	2882	78	0	9902cf3e-5d45-4540-ba97-d62b97292517	272	ENST00000310613.8	2805	0	2	78	0	0	0	322	0	0	0	400	78	1	50	0
ENST00000310613.8	-	540	2807	3165	359	0	f1da6bdb-3b68-4893-885c-6f31b0c1244d	272	ENST00000310613.8	2807	0	45	343	8	16	0	189	0	0	0	540	351	1	14	0
ENST00000310613.8	+	2475	2814	3307	494	0	7c205b2a-fc97-418d-8220-3006804ffd27	256	ENST00000310613.8	2814	0	111	484	10	10	0	1981	0	0	0	2475	494	1	19	2
ENST00000310613.8	-	1568	2818	2944	127	0	8d04cf5b-8bbf-40b1-9710-fc84c1dbf5b7	272	ENST00000310613.8	2818	0	7	126	3	1	0	1439	0	0	0	1568	129	1	59	2
ENST00000310613.8	+	1470	2821	2943	123	0	a6ccb5f0-ea31-49d3-bb42-221feaddacc6	256	ENST00000310613.8	2821	0	7	120	0	3	0	1350	0	0	0	1470	120	1	21	1
ENST00000310613.8	+	534	2826	3163	338	0	6690f8be-c9e7-4699-a965-c1461c7ed3c3	256	ENST00000310613.8	2826	0	60	318	4	20	0	212	0	0	0	534	322	1	21	0
ENST00000310613.8	+	652	2826	3169	344	0	6838a48b-59d6-4a34-91a1-cd4dc825b93a	256	ENST00000310613.8	2826	0	159	335	106	9	0	211	0	0	0	652	441	1	47	0
ENST00000310613.8	+	594	2832	3229	398	0	33c015f3-4cff-45ab-89a9-7f8af7d803d6	0	ENST00000310613.8	2832	1	43	387	9	11	0	198	0	0	0	594	396	1	16	0
ENST00000310613.8	-	621	2833	3226	394	0	760f0eaa-83fc-4686-815f-37fef6529e97	16	ENST00000310613.8	2833	23	52	381	3	13	0	237	0	0	0	621	384	1	26	0
ENST00000310613.8	+	571	2836	3229	394	0	9bdfb278-bc5c-4091-b746-8ec61e7b01db	0	ENST00000310613.8	2836	1	33	383	3	11	0	185	0	0	0	571	386	1	11	0
ENST00000310613.8	-	2703	2838	3229	392	0	539585cb-9ad0-4f44-943e-ec3eaebb9dd0	272	ENST00000310613.8	2838	0	76	368	8	24	0	2327	0	0	0	2703	376	1	64	1
ENST00000310613.8	+	1545	2840	3517	678	0	3d4bf8dd-51c9-4774-9ad6-4750cec9fd56	256	ENST00000310613.8	2840	0	183	644	22	34	0	879	0	0	0	1545	666	1	35	0
ENST00000310613.8	+	644	2849	2914	66	0	fd6cf64c-0d18-4150-b0e5-87e6d25e8847	256	ENST00000310613.8	2849	0	4	66	3	0	0	575	0	0	0	644	69	1	19	0
ENST00000310613.8	-	562	2849	3261	413	0	e086b855-81b5-49c0-a777-8972d8504f98	272	ENST00000310613.8	2849	0	36	407	6	6	0	149	0	0	0	562	413	1	5	0
ENST00000310613.8	-	453	2849	3163	315	0	18431d0f-a1ec-449f-bea3-983e32f2b557	16	ENST00000310613.8	2849	1	36	304	4	11	0	145	0	0	0	453	308	1	8	0
ENST00000310613.8	-	655	2850	3219	370	0	716c6245-4011-4e22-9f02-ce9a349dca70	272	ENST00000310613.8	2850	0	126	357	69	13	0	229	0	0	0	655	426	1	37	0
ENST00000310613.8	-	610	2854	3166	313	0	e35b8874-a43f-46cc-813a-699019274a68	272	ENST00000310613.8	2854	0	21	311	4	2	0	295	0	0	0	610	315	1	18	0
ENST00000310613.8	+	326	2856	2948	93	0	0b2e36a8-9046-4165-9a23-42cf4ab49933	256	ENST00000310613.8	2856	0	5	93	1	0	0	232	0	0	0	326	94	1	35	0
ENST00000310613.8	+	505	2859	3229	371	0	a2f7862a-7f1e-4a85-9967-7cf484ebf90d	0	ENST00000310613.8	2859	1	28	367	4	4	0	134	0	0	0	505	371	1	5	0
ENST00000310613.8	-	789	2862	3482	621	0	c9896fa8-fa78-4190-a095-2594c85086c0	272	ENST00000310613.8	2862	0	135	605	20	16	0	164	0	0	0	789	625	1	50	0
ENST00000310613.8	-	413	2870	3082	213	0	05eea0de-9c97-47d4-9104-f297fed11e14	272	ENST00000310613.8	2870	0	26	205	5	8	0	203	0	0	0	413	210	1	20	0
ENST00000310613.8	-	491	2875	3167	293	0	3059bcc8-f3d7-4b17-a86d-2bd5c1f4c4b7	272	ENST00000310613.8	2875	0	27	289	4	4	0	198	0	0	0	491	293	1	15	0
ENST00000310613.8	-	978	2876	3227	352	0	a5b5ebed-7f43-4d0a-b9dd-b18cdf0fbbd7	272	ENST00000310613.8	2876	0	66	324	7	28	0	647	0	0	0	978	331	1	15	1
